subject,writer,view,file,comment,id,date
1105,2020-2nd Semester Announcement of Grades and Corre,컴퓨터공학과,2020.12.14,0,345,
1104,2020학년도 창의NTree 미참석자 과제제출,컴퓨터공학과,2020.12.11,0,256,
1103,[LINC+] 스마트에너지시스템 융합전공 학생 모집(예비3학년),컴퓨터공학과,2020.12.11,0,129,
1102,2021-1학기 학석사연계과정 신청 안내,컴퓨터공학과,2020.12.10,0,249,
1101,2020학년도 학생창업자 현황조사 협조요청,컴퓨터공학과,2020.12.09,0,94,
1100,2020-전기 융합(연계)전공 자격신청서 제출 안내,컴퓨터공학과,2020.12.09,0,346,
1099,코로나19 교내특별장학금 추가 신청 안내(최종),컴퓨터공학과,2020.12.08,0,124,
1098,2020년 재학생 교육만족도 조사 시행 안내,컴퓨터공학과,2020.12.07,0,135,
1097,동계현장실습 '인피니트 헬스케어' 1명 선착순모집(마감),컴퓨터공학과,2020.12.07,0,293,
1096,2021-1학기 재입학 신청 안내,컴퓨터공학과,2020.12.04,0,193,
1095,2020학년도 우수 성과물 전시회 관람 안내,컴퓨터공학과,2020.12.04,0,204,
1094,자기주도 기반 K-시큐리티 챌린지 참여 학생 모집,컴퓨터공학과,2020.12.03,0,168,
1093,[LINC+] 2020년 산학협력 EXPO 온라인 개최안내,컴퓨터공학과,2020.12.01,0,119,
1092,2020학년도 동계 외국어능력 졸업인증 대체프로그램 안내,컴퓨터공학과,2020.11.26,0,525,
1091,겨울방학 단기 현장실습 참여학생 모집-학점 및 장학금지급,컴퓨터공학과,2020.11.25,0,739,
1090,대학일자리센터 추천채용 (주)네오와인,컴퓨터공학과,2020.11.25,0,298,
1089,2020 컴공과 Open Lab Fair 자료공유,컴퓨터공학과,2020.11.23,0,391,
1088,씨티아이엔씨 (CT Inc) 채용 안내,컴퓨터공학과,2020.11.19,0,228,
1087,그린뉴딜(전기에너지효율화 및 관리) 분야 IT 개발자 모집,컴퓨터공학과,2020.11.19,0,126,
1086,한국금융IT 전문연구요원 및 개발자 모집,컴퓨터공학과,2020.11.18,0,237,
1085,코로나19 교내특별장학금 추가 신청 안내,컴퓨터공학과,2020.11.17,0,378,
1084,대학생을 위한 클라우드 101 및 아마존 인턴십 설명회,컴퓨터공학과,2020.11.17,0,242,
1083,주한 미국대사 Harry Harris 온라인 특강,컴퓨터공학과,2020.11.17,0,171,
1082,2020-2 종합프로젝트 졸업인증평가 심사결과,컴퓨터공학과,2020.11.16,0,886,
1081,Open Lab Fair 행사안내(수정),컴퓨터공학과,2020.11.12,0,786,
1080,WISE-STAT 통계분석 동영상강좌 신규 구독 안내,컴퓨터공학과,2020.11.12,0,277,
1079,2020 Winter Session Course Registration and Schedu,컴퓨터공학과,2020.11.11,0,258,
1078,2021-1학기 조기졸업 신청 안내,컴퓨터공학과,2020.11.11,0,327,
1077,2020 가천핵심역량진단(재학생 필수사항),컴퓨터공학과,2020.11.10,0,553,
1076,창의 NTree” 교과목 운영 안내(학생),컴퓨터공학과,2020.11.09,0,640,
1075,코로나19 교내특별장학금 신청기간 연장 안내,컴퓨터공학과,2020.11.09,0,369,
1074,2021-1학기 부전공·복수전공 신청 안내,컴퓨터공학과,2020.11.09,0,802,
1073,2020학년도 동계계절학기 수강신청 안내,컴퓨터공학과,2020.11.09,0,616,
1072,2020학년도 자랑스러운 가천인상 및 가천인재상 추천,컴퓨터공학과,2020.11.06,0,458,
1071,2021-1st Semester Transfer-Major Application Guide,컴퓨터공학과,2020.11.06,0,281,
1070,교과과정 개편을 위한 재학생 설문조사 협조,컴퓨터공학과,2020.11.05,0,495,
1069,대학일자리센터 추천기업 아이픽스 특허법률사무소,컴퓨터공학과,2020.11.04,0,213,
1068,웹 개발 개발 전문회사 취업 추천 - 크립토파라다이스,컴퓨터공학과,2020.11.03,0,371,
1067,2021-1학기 전과 신청 안내,컴퓨터공학과,2020.11.02,0,715,
1066,P-실무프로젝트(현장실습)수강신청 학생 설명회,컴퓨터공학과,2020.10.30,0,470,
1065,[IPP]일학습병행 <응용SW개발>과정 제도 및 기업설명회,컴퓨터공학과,2020.10.30,0,504,
1064,이트너스(주) 추가 인턴모집 관련 공고문,컴퓨터공학과,2020.10.29,0,382,
1063,종합프로젝트 졸업인증평가 세션별 발표대상자 명단,컴퓨터공학과,2020.10.28,0,1728,
1062,2020년 2학기 종합프로젝트 졸업인증심사 시행 공고,컴퓨터공학과,2020.10.28,0,1545,
1061,2021 경기도형 대학생 취업브리지 참여학생 모집,컴퓨터공학과,2020.10.28,0,536,
1060,[대학혁신] 연구기반 교육프로그램 신소재공학과 Open Lab Fair,컴퓨터공학과,2020.10.27,0,293,
1059,2020년도 재학생 가천핵심역량 진단 안내,컴퓨터공학과,2020.10.26,0,546,
1058,3학년 예비취린이들을 위한 온라인<직장학개론> 좋소중소기업 취업특강 참여자 모집,컴퓨터공학과,2020.10.26,0,381,
1057,코로나19 교내특별장학금 시행 안내,컴퓨터공학과,2020.10.21,0,662,
1056,Smart Attendance System Multilingual Guide,컴퓨터공학과,2020.10.19,0,384,
1055,2020-2학기 장학사정관 장학생 추천,컴퓨터공학과,2020.10.16,0,320,
1054,이지케어텍 2021년 신입사원 공개채용 안내,컴퓨터공학과,2020.10.13,0,287,
1053,2020 Winter Session Preliminary Course Registratio,컴퓨터공학과,2020.10.13,0,300,
1052,스마트출결시스템 다국어 안내문 [1],컴퓨터공학과,2020.10.12,1,590,
1051,2020학년도 동계 계절학기 예비수강신청 및 일정 안내,컴퓨터공학과,2020.10.12,0,687,
1050,일반대학원 입학설명회(webex) 만족도 조사,컴퓨터공학과,2020.10.07,0,365,
1049,2020-2학기 수업만족도 조사(중간평가) 실시 안내,컴퓨터공학과,2020.10.07,0,602,
1048,2020-전기 졸업대상자 제2전공(부/복수) 자격신청서 제출 안내,컴퓨터공학과,2020.10.07,0,818,
1047,대학원 진학설명회 동영상 배부,컴퓨터공학과,2020.10.06,0,423,
1046,대학일자리센터 추천기업 ㈜글로쿼드텍 구직자 선발,컴퓨터공학과,2020.10.05,0,354,
1045,컴퓨터공학과 학석통합과정 운영 소개,컴퓨터공학과,2020.10.05,0,400,
1044,2020학년도 창의 NTree 교과목 운영(5~9차) 재안내,컴퓨터공학과,2020.10.05,0,283,
1043,2020학년도 자랑스러운 가천인상 및 가천인재상 추천 의뢰(2차),컴퓨터공학과,2020.09.28,0,458,
1042,대학일자리센터 추천기업 (㈜AcePG),컴퓨터공학과,2020.09.24,0,934,
1041,일반대학원 입학설명회 자료 첨부,컴퓨터공학과,2020.09.23,0,652,
1040,“UN-Gachon” 글로벌 리더십 워크숍,컴퓨터공학과,2020.09.23,0,753,
1039,2020학년도 2학기 수강신청 확인서 제출 안내,컴퓨터공학과,2020.09.18,0,1293,
1038,2020학년도 2학기 수강포기 및 P-실무프로젝트(현장실습) 수강정정 안내,컴퓨터공학과,2020.09.18,0,1328,
1037,컴공 특성화 서포터즈 선발,컴퓨터공학과,2020.09.17,0,1106,
1036,외국인 유학생 지원 근로 선발,컴퓨터공학과,2020.09.17,0,808,
1035,[대학혁신] 학부생 연구형 인턴쉽 프로그램 운영사항 안내,컴퓨터공학과,2020.09.17,0,838,
1034,2020-2학기 미등록 및 미복학자 알림사항,컴퓨터공학과,2020.09.17,0,776,
1033,(추가) 1차 졸업사정 관련 안내,컴퓨터공학과,2020.09.17,0,1378,
1032,2020-전기 졸업예정자 필독,컴퓨터공학과,2020.09.16,0,3072,
1031,[필독] 2020 2학기 노트북지원금 신청안내,컴퓨터공학과,2020.09.15,0,1838,
1030,2020-2학기 케이티그룹희망나눔재단 창의혁신리더장학금 미래창조인재부문 장학생 추천 의뢰,컴퓨터공학과,2020.09.15,0,665,
1029,에릭슨엘지 ‘Girls in ICT 2020 - 해커톤’ 공모전 안내,컴퓨터공학과,2020.09.15,0,668,
1028,2020-2학기 교내장학금 2차 신청기간 안내,컴퓨터공학과,2020.09.14,0,852,
1027,일반대학원 입학설명회 (9/22 화 5:30PM),컴퓨터공학과,2020.09.14,0,617,
1026,2020-2학기 국제어학원 어학과정 안내,컴퓨터공학과,2020.09.11,0,1001,
1025,2020년 가천멘토 온라인 직무멘토링,컴퓨터공학과,2020.09.10,0,710,
1024,개인정보의 수집·이용·제3자 제공에 관한 동의서,컴퓨터공학과,2020.09.04,-1,800,
1023,2020-2학기 미등록 및 미복학자,컴퓨터공학과,2020.09.02,0,1064,
1022,오상엽교수님 수업 정원변경,컴퓨터공학과,2020.09.02,0,993,
1021,2020-2학기 석박사(통합)과정 외국어시험 출제 안내,컴퓨터공학과,2020.09.02,0,620,
1020,2020학년도 신입생 대상 대학일자리센터 리플렛 및 홍보기념품 배부 안내,컴퓨터공학과,2020.09.02,0,746,
1019,네오컨버전스 취업 안내,컴퓨터공학과,2020.09.01,0,1031,
1018,2020-2학기 사회봉사교과목 운영관련,컴퓨터공학과,2020.09.01,0,1838,
1017,창의 NTree 수강정정 요청,컴퓨터공학과,2020.09.01,0,1039,
1016,20-1학기 코로나19 교내특별장학금 신청 추가 접수 안내(최종),컴퓨터공학과,2020.08.31,0,936,
1015,실시간 화상강의 URL 확인방법,컴퓨터공학과,2020.08.31,0,1097,
1014,[필독] 2020-2학기 추가개설 관련(수정),컴퓨터공학과,2020.08.28,0,2722,
1013,2020-2학기 외국어능력 졸업인증 대체프로그램 시행안내,컴퓨터공학과,2020.08.27,0,1195,
1012,공학교육혁신센터 2020 드론 종합개발 전문가 양성과정(자율비행드론2) 교육생 모집,컴퓨터공학과,2020.08.19,0,1280,
1011,이복기 교수님 수강신청 변경 안내 공지,컴퓨터공학과,2020.08.18,0,2419,
1010,2019학년도 후기 학위수여식 미시행 안내,컴퓨터공학과,2020.08.18,0,1240,
1009,[알바] 콜센터 근무 요원 모집(행안부 주최),컴퓨터공학과,2020.08.14,0,1698,
1008,"2019-후기 졸업예정자 합격자,불합격자 안내문",컴퓨터공학과,2020.07.31,0,2783,
1007,컴퓨터공학과 수강신청 제도 안내,컴퓨터공학과,2020.07.30,0,2944,
1006,2020-2학기 취창업진로세미나 수요조사(4학년필독) [9],컴퓨터공학과,2020.07.29,9,2411,
1005,다우기술 2020년 하반기 신입 채용 안내,컴퓨터공학과,2020.07.29,0,2146,
1004,학사경고자 대상 re:star 프로그램 안내,컴퓨터공학과,2020.07.29,0,2028,
1003,2020-2학기 장기 실습학기제(현장실습) 시행 안내,컴퓨터공학과,2020.07.20,0,2456,
1002,컴공 여름방학 전공 특강(온라인) 운영 안내,컴퓨터공학과,2020.07.17,0,3092,
1001,제7회 소프트웨어(SW) 개발보안 경진대회,컴퓨터공학과,2020.07.16,0,1930,
1000,2020년도 KSB 인공지능 프레임워크/플랫폼(BeeAI) 활용 공모전,컴퓨터공학과,2020.07.08,0,1846,
999,2020-2학기 교내장학금 신청기간 안내,컴퓨터공학과,2020.07.07,0,2093,
998,졸업인증을 위한 졸업작품심사 통과자 명단,컴퓨터공학과,2020.07.06,0,2367,
997,실습학기제 참여 학생 모집 (선착순)(마감),컴퓨터공학과,2020.07.06,0,2100,
996,2019학년도 본교 주관 수상학생 현황 조사,컴퓨터공학과,2020.07.03,0,2039,
995,2020학년도 1학기 학생창업자 현황조사 협조요청,컴퓨터공학과,2020.07.01,0,2136,
994,2020 컴퓨터공학과 졸업작품 심사/발표안내 사항,컴퓨터공학과,2020.06.30,0,2792,
993,2020-2학기 재입학 신청 안내,컴퓨터공학과,2020.06.25,0,2152,
992,"2020년 IPP 하반기 장기현장실습 직무 설명회 개최-3,4학년 필독",컴퓨터공학과,2020.06.24,0,2694,
991,(중요) 졸업작품 심사자료 제출안내,컴퓨터공학과,2020.06.24,0,2217,
990,2020년 2학기 P-실무 프로젝트 설명회 개최,컴퓨터공학과,2020.06.22,0,3144,
989,K-시큐리티 챌린지 참여학생 모집(수정),컴퓨터공학과,2020.06.19,0,2287,
988,대학원 컴퓨터공학전공 연구실 소개자료,컴퓨터공학과,2020.06.16,0,2222,
987,[LINC+]20-2학기 스마트에너지시스템 학생 모집(3학년),컴퓨터공학과,2020.06.15,0,2141,
986,2020-2학기 학석사연계과정 신청 안내,컴퓨터공학과,2020.06.12,0,2081,
985,2020-2학기 조기졸업 신청 안내,컴퓨터공학과,2020.06.12,0,2137,
984,2019-후기 융합(연계)전공 자격신청서 제출 안내,컴퓨터공학과,2020.06.12,0,2172,
983,[한국공개SW협회] 2020 공개SW 개발자대회,컴퓨터공학과,2020.06.12,0,2168,
982,2020-하계방학 실습학기제(현장실습) 학생 설명회 개최 안내,컴퓨터공학과,2020.06.10,0,2094,
981,2020-2학기 융합전공 신청 안내,컴퓨터공학과,2020.06.09,0,2306,
980,2020학년도 인성세미나 응급처치교육 추가연장 및 수업,컴퓨터공학과,2020.06.08,0,2029,
979,2020-2학기 부·복수전공 신청 안내,컴퓨터공학과,2020.06.04,0,2528,
978,2020-하계 외국어능력 졸업인증 대체프로그램 시행안내,컴퓨터공학과,2020.06.04,0,2229,
977,2020학년도 (재)주심장학재단 장학생 추천 의뢰,컴퓨터공학과,2020.06.03,0,2122,
976,2020-하계방학 실습학기제(현장실습) 시행 및 신청안내,컴퓨터공학과,2020.06.03,0,2341,
975,2020 창의적 종합설계 아이디어 공모전 참가신청 일정 및 비대면 심사로 변경 안내(접수기,컴퓨터공학과,2020.06.02,0,2168,
974,2020-2학기 전과 신청 안내,컴퓨터공학과,2020.06.01,0,3329,
973,졸업인증을 위한 졸업작품 심사신청서 제출안내,컴퓨터공학과,2020.05.29,0,3216,
972,2020-1학기 장학사정관(추천전형) 장학생 추천,컴퓨터공학과,2020.05.27,0,2310,
971,2020-2학기 (재)롯데장학재단 희망멘토링 장학생 추천,컴퓨터공학과,2020.05.26,0,2148,
970,2020학년도 하계계절학기 수강신청 안내,컴퓨터공학과,2020.05.20,0,2376,
969,2020 창의적 종합설계 아이디어 공모전 참가신청 일정 변경 안내(접수기간 : '20.5.,컴퓨터공학과,2020.05.13,0,2193,
968,Lecturing method changing following the concerns o,컴퓨터공학과,2020.05.11,0,2008,
967,2020-1학기 취·창업 진로세미나 8주차 입사서류/면접 특강,컴퓨터공학과,2020.05.11,0,2084,
966,2019-후기 졸업대상자 제2전공(부/복수) 자격신청서 제출 안내,컴퓨터공학과,2020.05.11,0,2144,
965,2020-1학기 교내장학금 2차 신청기간 안내,컴퓨터공학과,2020.05.11,0,1946,
964,Offline class notice for 2020-1st semester,컴퓨터공학과,2020.05.11,0,1468,
963,2020-1학기 수업만족도 조사(중간평가) 실시 안내,컴퓨터공학과,2020.05.07,0,1543,
962,:[성균관대 선도센터] 지능정보 커넥트 인사이트 캠프(대진대 제 1차 미래 신산업 수요특화,컴퓨터공학과,2020.05.07,0,1490,
961,2020학년도 1학기 수강신청 확인원 제출 추가안내,컴퓨터공학과,2020.04.28,0,1539,
960,2020학년도 하계 계절학기 예비수강신청 및 일정 안내,컴퓨터공학과,2020.04.27,0,1786,
959,20-2학기 IPP장기현장실습 참여학생 모집,컴퓨터공학과,2020.04.22,0,2056,
958,2020학년도 신입생 및 1학년 가천핵심역량진단 안내,컴퓨터공학과,2020.04.22,0,1568,
957,2020년도 경기도형 대학생 취업브리지 학생-기업간 1차매칭 안내,컴퓨터공학과,2020.04.21,0,2234,
956,순천시 2021 4차산업혁명박람회 브랜드 공모전 참여 안내,컴퓨터공학과,2020.04.20,0,1676,
955,2020학년도 1학기 수강포기 및 수강신청 확인원 제출 안내,컴퓨터공학과,2020.04.20,0,1925,
954,인성세미나 폭력예방교육 안내(필수이수),컴퓨터공학과,2020.04.20,0,1855,
953,2020 CONNECT 창의연구 참여학생 모집 안내(~5.1 까지),컴퓨터공학과,2020.04.17,0,1658,
952,2020 창의적 종합설계 아이디어 공모전 참가신청 일정 변경 안내(접수기간 : '20.,컴퓨터공학과,2020.04.17,0,1776,
951,2020-1학기 천소룡기념 장학금 시행(안),컴퓨터공학과,2020.04.13,0,1778,
950,2020년도 경기도형 대학생 취업브리지 학생-기업(윈스)간 매칭 안내,컴퓨터공학과,2020.04.08,0,1957,
949,2020학번 학과/전공별 외국어능력 졸업인증 기준점수 현황(토익기준),컴퓨터공학과,2020.04.06,0,2491,
948,"데이터마이닝, 정보보호 과목 이수 구분",컴퓨터공학과,2020.04.02,0,1899,
947,2020-1학기 장애학생 현황 제출,컴퓨터공학과,2020.04.02,0,1486,
946,2020년도 경기도형 대학생 취업브리지 오리엔테이션자료,컴퓨터공학과,2020.04.01,0,1801,
945,"[LINC+]스마트에너지시스템 융합전공 모집(편입생, 복학생, 3학년 진급자)",컴퓨터공학과,2020.04.01,0,1465,
944,2020-1학기 편인생 학점인정표 배부,컴퓨터공학과,2020.03.31,0,1304,
943,오기욱교수님 파이썬 강좌,컴퓨터공학과,2020.03.30,0,1395,
942,[대학혁신]2020학년도 신입생 가천핵심역량진단 시행,컴퓨터공학과,2020.03.30,0,882,
941,"인성세미나, 취창업 진로세미나 교재 배부 안내 [2]",컴퓨터공학과,2020.03.30,2,1745,
940,"인성세미나,취창업진로세미나,현장실습연계프로젝트 강의실 알림",컴퓨터공학과,2020.03.30,0,944,
939,2020학년도 인성세미나 응급처치교육 안내,컴퓨터공학과,2020.03.30,0,672,
938,Notice for the changes of the ways of giving and a,컴퓨터공학과,2020.03.27,0,557,
937,사물함 관련 공지(수정),컴퓨터공학과,2020.03.26,0,588,
936,[필독]2020년 1학기 노트북지원금 신청안내,컴퓨터공학과,2020.03.25,0,3808,
935,2020년 국가우수장학금(이공계) 장학생 (수시 및 재학중) 우수유형 추천,컴퓨터공학과,2020.03.24,0,718,
934,2020 창의적 종합설계 아이디어 공모전 참가신청 안내(접수기간 : '20.5.11(월),컴퓨터공학과,2020.03.23,0,576,
933,2020-1 소프트웨어 기초교양 교과목 사이버강의 전환 안내,컴퓨터공학과,2020.03.23,0,538,
932,"[LINC+]20-1학기 스마트에너지시스템 학생 모집(편입생, 복학생, 3학년 진급자)",컴퓨터공학과,2020.03.19,0,363,
931,추가 폐강예정 교과목 안내,컴퓨터공학과,2020.03.13,0,813,
930,인공지능 바이오 융합 과정 소개,컴퓨터공학과,2020.03.12,0,678,
929,티맥스 학기중 인턴모집 안내,컴퓨터공학과,2020.03.12,0,756,
928,네트워크프로그래밍 폐강 알림,컴퓨터공학과,2020.03.11,0,438,
927,"자료구조, 리눅스 교강사 변경 알림",컴퓨터공학과,2020.03.11,0,512,
926,2020-1학기 외국어능력 졸업인증 대체프로그램 시행안내,컴퓨터공학과,2020.03.10,0,429,
925,2020년도 취업브리지 참여학생 추가모집 안내,컴퓨터공학과,2020.03.09,0,638,
924,인공지능 왕보현 교수님 수강학생 공지사항,컴퓨터공학과,2020.03.06,0,814,
923,C++ 수강관련,컴퓨터공학과,2020.03.05,-1,796,
922,추가개설 강의 리스트 알림,컴퓨터공학과,2020.03.05,0,2337,
921,추가개설 추가 공지사항(수정/영어강의리스트 수정2/영어강의리스트수정),컴퓨터공학과,2020.03.04,0,1891,
920,추가개설 관련 공지사항,컴퓨터공학과,2020.03.02,-1,4045,
919,2020학년도 Pre-Gachon 신입생 학생생활 가이드북 배부 안내,컴퓨터공학과,2020.02.27,0,447,
918,2020 취업브리지 참여학생 추가모집안내,컴퓨터공학과,2020.02.25,0,640,
917,2020-1학기 스마트에너지시스템 융합전공 추가모집(3학년),컴퓨터공학과,2020.02.25,0,359,
916,"확률과통계, 웹프로그래밍, 모바일프로그래밍 일부 과목 수강인원 정정 안내(1차수정)",컴퓨터공학과,2020.02.17,0,4117,
915,학사경고자를 위한 re:start 프로그램 3차 수강 기간 안내,컴퓨터공학과,2020.02.14,0,315,
914,인공지능 전임교원 변경 알림,컴퓨터공학과,2020.02.13,0,532,
913,2019학년도 전기 졸업예정자 사정(확인) 공지,컴퓨터공학과,2020.02.10,0,786,
912,2020-1학기 스마트에너지시스템 융합전공 추가모집 및 수강 안내(예비 3학년),컴퓨터공학과,2020.02.06,0,495,
911,학사경고자를 위한 re:start 프로그램 안내,컴퓨터공학과,2020.02.05,0,368,
910,학과장 변경 알림,컴퓨터공학과,2020.02.03,0,946,
909,(필독!!)취창업진로세미나 수강신청 관련 공지사항 [2],컴퓨터공학과,2020.01.31,2,1285,
908,예비수강 관련 재공지,컴퓨터공학과,2020.01.31,0,1526,
907,2020-1학기 재입학 허가자 공지사항,컴퓨터공학과,2020.01.30,0,473,
906,Course Registration Notice of 2020 - 1 semester,컴퓨터공학과,2020.01.28,0,417,
905,2020-1학기 컴퓨터공학과 영어강의 시행 리스트,컴퓨터공학과,2020.01.28,0,711,
904,2학년 링크교과목 신청안내,컴퓨터공학과,2020.01.28,0,403,
903,2020-1학기 전과 허가자 공지사항 알림,컴퓨터공학과,2020.01.23,0,433,
902,2020년 홀트아동복지회 홀트장학생 추천 의뢰,컴퓨터공학과,2020.01.21,0,255,
901,2019-2학기 학사경고 연속3회 대상자 관련 요청사항,컴퓨터공학과,2020.01.21,0,394,
900,2020학년도 1학기 수강관련 주요 변경사항 안내,컴퓨터공학과,2020.01.20,0,2161,
899,2020-1학기 장기 실습학기제(현장실습) 시행 안내,컴퓨터공학과,2020.01.16,0,601,
898,2020학년도 (재)삼송장학회 장학생 추천 의뢰,컴퓨터공학과,2020.01.10,0,310,
897,"1,250만원 지급 경기도형 대학생 취업브리지 사업 참여학생 확대 모집 안내",컴퓨터공학과,2020.01.08,0,917,
896,2019-전기 졸업대상자 전공Honors졸업인증 신청서 제출 안내,컴퓨터공학과,2020.01.03,0,357,
895,2020년도 경기도형 대학생 취업브리지 학생선발 서류면접 심사결과,컴퓨터공학과,2019.12.26,0,564,
894,X-Design 경진대회 시상결과 발표,컴퓨터공학과,2019.12.24,0,522,
893,P-실무프로젝트 20일 마지막 수업 및 장학금 등 안내,컴퓨터공학과,2019.12.19,0,761,
892,(전액장학+생활비)2020년도 한국지도자육성장학재단 장학생 추천,컴퓨터공학과,2019.12.19,0,437,
891,2019년도 취업브리지사업 매칭현황 입니다,컴퓨터공학과,2019.12.18,0,720,
890,2020-1학기 문숙장학재단 (신규)장학생 추천 의뢰,컴퓨터공학과,2019.12.18,0,235,
889,2020년 LINC+사업단 바이오-인공지능 융합전공 신청 안내,컴퓨터공학과,2019.12.17,0,501,
888,동계방학 현장실습 참여자 모집 안내입니다,컴퓨터공학과,2019.12.13,0,485,
887,4학년필독- 연봉 3500 프로텍 신입사원 추천,컴퓨터공학과,2019.12.13,0,585,
886,2020학년도 (재)산학협동재단 전액장학생 후보 추천,컴퓨터공학과,2019.12.12,0,248,
885,2020-1학기 재입학 신청 안내,컴퓨터공학과,2019.12.10,0,331,
884,2020-1학기 학？석사연계과정 신청 안내,컴퓨터공학과,2019.12.10,0,400,
883,링크 프로그램 소개 및 면담,컴퓨터공학과,2019.12.09,0,314,
882,2020-1학기 교내장학금 신청기간 안내,컴퓨터공학과,2019.12.06,0,1339,
881,P-실무프로젝트 AI플랫폼 계정 등록 방법,컴퓨터공학과,2019.12.06,0,283,
880,[LINC+] IT 디스플레이 융복합 플랫폼 융합전공 신청자 모집(2학년),컴퓨터공학과,2019.12.06,0,235,
879,[한국인터넷진흥원] 단기 아르바이트 모집 안내,컴퓨터공학과,2019.12.05,0,435,
878,동계방학 실습학기제(현장실습) 참여 신청 건,컴퓨터공학과,2019.12.05,0,257,
877,2019학년도 학생창업자 현황조사 협조요청,컴퓨터공학과,2019.12.03,0,240,
876,코딩 경진 대회 공지 [21],컴퓨터공학과,2019.12.03,21,675,
875,2019학년도 자랑스러운 가천인상 대상자 추천 의뢰(졸업예정자),컴퓨터공학과,2019.12.03,0,614,
874,2019년 2학기 창의와인성 응급처치교육 추가 수업안내,컴퓨터공학과,2019.12.02,0,190,
873,"취업공고)자이크론, 유니텍",컴퓨터공학과,2019.12.02,0,449,
872,2019-동계 영어능력 졸업인증 대체프로그램 시행안내,컴퓨터공학과,2019.11.28,0,495,
871,제1회 컴퓨터 공학과 코딩 경진대회 결과 (수정),컴퓨터공학과,2019.11.28,0,1235,
870,2019학년도 마일리지(아름샘Ⅱ) 격려장학생,컴퓨터공학과,2019.11.27,0,502,
869,졸업작품합격여부 재확인(2차),컴퓨터공학과,2019.11.27,0,1005,
868,P-실무프로젝트 수강정정 관련 공지 [8],컴퓨터공학과,2019.11.26,8,757,
867,특성화 1회 코딩 경진 대회 긴급 공지,컴퓨터공학과,2019.11.26,0,522,
866,외국인 근로학생 근무시간 안내,컴퓨터공학과,2019.11.26,0,199,
865,졸업작품평가 결과,컴퓨터공학과,2019.11.26,0,1245,
864,1250만원 지급 취업브리지 현장실습 확대모집 공고,컴퓨터공학과,2019.11.25,0,965,
863,특성화 코딩경진대회 본선 공지,컴퓨터공학과,2019.11.25,0,694,
862,2019-2학기 창의와인성 응급처치교육 미이수자 공지,컴퓨터공학과,2019.11.22,0,300,
861,P-실무프로젝트 설명회 자료,컴퓨터공학과,2019.11.22,0,762,
860,[특성화] 컴퓨터 공학과 코딩 경진 대회 예선 알림,컴퓨터공학과,2019.11.18,0,525,
859,2019-동계 어학캠프 및 가천 영어 골든벨 참가자 모집,컴퓨터공학과,2019.11.18,0,287,
858,KH정보교육원 - 『IT & GAME 취업연계 정부지원 교육과정』 안내,컴퓨터공학과,2019.11.15,0,362,
857,LINC+사업단 바이오-인공지능 융합전공 홍보설명회 안내 [2],컴퓨터공학과,2019.11.15,2,460,
856,2020-1학기 융합전공 신청 안내,컴퓨터공학과,2019.11.15,0,495,
855,AI·빅데이터 기반 스마트에너지시스템 융합전공 1차 설명회(11/21 목),컴퓨터공학과,2019.11.14,0,386,
854,특성화 코딩 경진대회,컴퓨터공학과,2019.11.14,0,489,
853,"[3,4학년 필독] 11월 19일 졸업 작품 평가 안내",컴퓨터공학과,2019.11.13,0,1674,
852,2020-1학기 조기졸업 신청 안내,컴퓨터공학과,2019.11.11,0,334,
851,2020-1학기 부·복수전공 신청 안내,컴퓨터공학과,2019.11.11,0,688,
850,2019학년도 동계계절학기 수강신청 안내,컴퓨터공학과,2019.11.11,0,987,
849,2019-2학기 국가우수장학금(이공계) 재학중우수자(한학기 지원) 신청,컴퓨터공학과,2019.11.11,0,270,
848,2020년도 경기도형 대학생 취업브리지사업 참여신청 안내,컴퓨터공학과,2019.11.08,0,733,
847,[필독] 대체교과목 지정(컴퓨터구조-논리회로),컴퓨터공학과,2019.11.07,0,399,
846,‘19-2학기 푸른등대 삼성SOS장학금 신규장학생 신청,컴퓨터공학과,2019.11.05,0,272,
845,"[3,4학년 필독]졸업작품 평가회 진행 공지",컴퓨터공학과,2019.11.04,0,1485,
844,[대학혁신]2019년 가천핵심역량 진단 안내,컴퓨터공학과,2019.11.04,0,322,
843,2020-1학기 전과 신청 안내,컴퓨터공학과,2019.11.04,0,578,
842,(졸업예정자필독)졸업논문대상자조사 [66],컴퓨터공학과,2019.11.04,66,1888,
841,교내 특허교육 개최 안내,컴퓨터공학과,2019.11.04,0,287,
840,[이지케어텍] 2020년 신입사원 공개채용 안내,컴퓨터공학과,2019.11.01,0,359,
839,2019-2학기 창의 NTree 캠프 운영 재안내,컴퓨터공학과,2019.10.31,0,602,
838,취업브리지 면접합격 현황,컴퓨터공학과,2019.10.31,0,602,
837,2019 카카오 개발자 겨울 인턴십에 도전하세요! (~11/5),컴퓨터공학과,2019.10.31,0,408,
836,2020년도 경기도형 대학생 취업브리지 참여학생모집을 위한 사업설명회,컴퓨터공학과,2019.10.30,0,326,
835,취업브리지 기업 소개자료,컴퓨터공학과,2019.10.30,0,616,
834,우수중소기업 탐방 프로그램 안내,컴퓨터공학과,2019.10.28,0,297,
833,[IPP] ‘20 IPP형 일학습병행 사업 및 기업설명회,컴퓨터공학과,2019.10.28,0,689,
832,[창의 NTree 캠프] 조편성 안내,컴퓨터공학과,2019.10.28,0,523,
